stage,generation,sample_accuracy_percent,sample_loss,test_accuracy_percent,test_loss
generation,930,49.35000240802765,37.834529876708984,,
generation,931,50.450003147125244,34.42545700073242,,
generation,932,51.45000219345093,33.2611198425293,,
generation,933,51.90000534057617,30.336578369140625,,
generation,934,51.95000171661377,32.509735107421875,,
generation,935,49.85000193119049,35.72154235839844,,
generation,936,50.35000443458557,33.31143569946289,,
generation,937,51.8500030040741,34.076072692871094,,
generation,938,50.85000395774841,35.254295349121094,,
generation,939,50.450003147125244,31.931926727294922,,
generation,940,47.90000319480896,35.97305679321289,,
generation,941,50.10000467300415,35.76845932006836,,
generation,942,51.100003719329834,33.93932342529297,,
generation,943,50.20000338554382,33.10549545288086,,
generation,944,51.25000476837158,33.34867477416992,,
generation,945,51.5500009059906,31.336088180541992,,
generation,946,51.20000243186951,33.80106735229492,,
generation,947,50.55000185966492,32.57254409790039,,
generation,948,53.4000039100647,31.698320388793945,,
generation,949,49.650001525878906,33.2390251159668,,
generation,950,51.500004529953,33.83592224121094,,
generation,951,49.9500036239624,35.53923416137695,,
generation,952,50.050002336502075,36.55717468261719,,
generation,953,51.15000009536743,34.00996398925781,,
generation,954,51.8500030040741,32.412254333496094,,
generation,955,50.700002908706665,32.261783599853516,,
generation,956,51.95000171661377,33.51329803466797,,
generation,957,50.65000057220459,35.44367218017578,,
generation,958,50.700002908706665,31.97420883178711,,
generation,959,50.700002908706665,31.951812744140625,,
generation,960,52.30000019073486,32.01917266845703,,
generation,961,51.350003480911255,31.485971450805664,,
generation,962,50.35000443458557,35.12085723876953,,
generation,963,51.600003242492676,33.52814865112305,,
generation,964,52.000004053115845,31.799983978271484,,
generation,965,51.750004291534424,34.35393142700195,,
generation,966,51.80000066757202,33.978858947753906,,
generation,967,51.20000243186951,34.042213439941406,,
generation,968,52.15000510215759,32.843379974365234,,
generation,969,53.200000524520874,30.137126922607422,,
generation,970,50.950002670288086,35.426414489746094,,
generation,971,50.55000185966492,35.67350387573242,,
generation,972,52.400004863739014,33.7924919128418,,
generation,973,49.35000240802765,35.03146743774414,,
generation,974,53.700000047683716,31.225738525390625,,
generation,975,49.75000321865082,35.739768981933594,,
generation,976,51.80000066757202,30.4620304107666,,
generation,977,49.90000128746033,34.73830795288086,,
generation,978,52.50000357627869,31.434520721435547,,
generation,979,51.90000534057617,32.28855895996094,,
generation,980,51.20000243186951,34.1195068359375,,
generation,981,53.1000018119812,32.36198806762695,,
generation,982,50.80000162124634,35.54621505737305,,
generation,983,51.25000476837158,36.17213439941406,,
generation,984,51.70000195503235,34.93370819091797,,
generation,985,51.39999985694885,33.291263580322266,,
generation,986,50.20000338554382,34.356727600097656,,
generation,987,51.20000243186951,33.85789108276367,,
generation,988,51.30000114440918,34.215858459472656,,
generation,989,50.050002336502075,35.895877838134766,,
generation,990,52.799999713897705,31.469707489013672,,
generation,991,51.600003242492676,35.387672424316406,,
generation,992,51.15000009536743,34.103450775146484,,
generation,993,53.150004148483276,30.948955535888672,,
generation,994,50.24999976158142,32.141815185546875,,
generation,995,53.94999980926514,32.267539978027344,,
generation,996,50.75000524520874,33.72077560424805,,
generation,997,52.20000147819519,31.80731773376465,,
generation,998,52.400004863739014,33.29909133911133,,
generation,999,52.549999952316284,35.20947265625,,
generation,1000,52.250003814697266,34.24329376220703,,
generation,1001,50.450003147125244,33.45292663574219,,
generation,1002,49.45000112056732,33.81769943237305,,
generation,1003,50.300002098083496,33.63044357299805,,
generation,1004,49.05000329017639,34.577781677246094,,
generation,1005,50.65000057220459,33.998046875,,
generation,1006,52.549999952316284,33.40994644165039,,
generation,1007,49.30000305175781,33.871883392333984,,
generation,1008,50.700002908706665,34.0063591003418,,
generation,1009,51.500004529953,34.971195220947266,,
generation,1010,52.75000333786011,29.633438110351562,,
generation,1011,51.350003480911255,32.75113296508789,,
generation,1012,50.85000395774841,33.775474548339844,,
generation,1013,52.650004625320435,32.423763275146484,,
generation,1014,52.900004386901855,31.884580612182617,,
generation,1015,52.250003814697266,31.042455673217773,,
generation,1016,53.25000286102295,30.968564987182617,,
generation,1017,52.10000276565552,32.581329345703125,,
generation,1018,52.75000333786011,32.41749572753906,,
generation,1019,52.250003814697266,31.545745849609375,,
generation,1020,52.35000252723694,32.732460021972656,,
generation,1021,51.15000009536743,34.19887924194336,,
generation,1022,52.35000252723694,32.36341857910156,,
generation,1023,52.30000019073486,32.740272521972656,,
generation,1024,51.30000114440918,31.83858871459961,,
generation,1025,52.650004625320435,32.47917938232422,,
generation,1026,52.15000510215759,34.27425765991211,,
generation,1027,51.05000138282776,33.169734954833984,,
generation,1028,53.700000047683716,31.72195053100586,,
generation,1029,53.200000524520874,28.75198745727539,,
generation,1030,51.350003480911255,30.182323455810547,,
generation,1031,51.350003480911255,32.9083251953125,,
generation,1032,50.65000057220459,30.887971878051758,,
generation,1033,50.49999952316284,33.36752700805664,,
generation,1034,52.799999713897705,30.34563636779785,,
generation,1035,52.30000019073486,30.830745697021484,,
generation,1036,51.70000195503235,33.43107986450195,,
generation,1037,50.65000057220459,36.549583435058594,,
generation,1038,51.05000138282776,31.08078384399414,,
generation,1039,52.799999713897705,31.284704208374023,,
generation,1040,51.80000066757202,30.518508911132812,,
generation,1041,49.400001764297485,33.81287384033203,,
generation,1042,51.500004529953,30.622814178466797,,
generation,1043,49.650001525878906,34.035186767578125,,
generation,1044,53.200000524520874,29.595478057861328,,
generation,1045,53.200000524520874,31.49321174621582,,
generation,1046,50.80000162124634,32.53351974487305,,
generation,1047,52.000004053115845,31.34613609313965,,
generation,1048,52.799999713897705,30.707046508789062,,
generation,1049,51.20000243186951,33.05636978149414,,
generation,1050,52.70000100135803,30.004405975341797,,
generation,1051,51.70000195503235,31.7677059173584,,
generation,1052,51.95000171661377,32.482017517089844,,
generation,1053,53.300005197525024,31.064638137817383,,
generation,1054,52.250003814697266,32.63018035888672,,
generation,1055,52.000004053115845,31.951786041259766,,
generation,1056,52.45000123977661,32.57133865356445,,
generation,1057,53.25000286102295,33.205257415771484,,
generation,1058,51.500004529953,34.5959358215332,,
generation,1059,52.549999952316284,30.795331954956055,,
generation,1060,51.30000114440918,32.19968795776367,,
generation,1061,51.64999961853027,32.2785530090332,,
generation,1062,50.80000162124634,33.224143981933594,,
generation,1063,52.45000123977661,35.37250518798828,,
generation,1064,53.0500054359436,32.2310905456543,,
generation,1065,51.25000476837158,31.127443313598633,,
generation,1066,51.8500030040741,32.5997314453125,,
generation,1067,52.15000510215759,31.58177375793457,,
generation,1068,52.799999713897705,31.460996627807617,,
generation,1069,52.45000123977661,31.925325393676758,,
generation,1070,52.95000076293945,31.596895217895508,,
generation,1071,51.45000219345093,33.17161560058594,,
generation,1072,52.60000228881836,31.199615478515625,,
generation,1073,51.750004291534424,32.66279602050781,,
generation,1074,52.650004625320435,31.9465389251709,,
generation,1075,51.350003480911255,34.06914138793945,,
generation,1076,51.39999985694885,33.446956634521484,,
generation,1077,52.000004053115845,31.238174438476562,,
generation,1078,52.549999952316284,31.16460418701172,,
generation,1079,52.60000228881836,31.626432418823242,,
generation,1080,52.000004053115845,32.5436897277832,,
generation,1081,51.5500009059906,32.00798416137695,,
generation,1082,52.70000100135803,30.7872371673584,,
generation,1083,51.80000066757202,30.696531295776367,,
generation,1084,53.65000367164612,30.28204345703125,,
generation,1085,51.750004291534424,32.47622299194336,,
generation,1086,53.200000524520874,32.53316879272461,,
generation,1087,52.70000100135803,32.0667724609375,,
generation,1088,51.500004529953,34.329437255859375,,
generation,1089,52.50000357627869,32.39736557006836,,
generation,1090,50.80000162124634,33.454444885253906,,
generation,1091,51.70000195503235,31.695762634277344,,
generation,1092,52.05000042915344,31.8292293548584,,
generation,1093,50.24999976158142,32.07539367675781,,
generation,1094,51.70000195503235,29.463024139404297,,
generation,1095,50.55000185966492,33.626800537109375,,
generation,1096,50.75000524520874,31.276124954223633,,
generation,1097,52.75000333786011,32.3898811340332,,
generation,1098,51.8500030040741,32.997074127197266,,
generation,1099,50.20000338554382,34.309871673583984,,
generation,1100,51.70000195503235,30.058691024780273,,
generation,1101,53.150004148483276,33.14436340332031,,
generation,1102,54.200005531311035,32.526893615722656,,
generation,1103,51.39999985694885,32.53788375854492,,
generation,1104,53.150004148483276,31.10053825378418,,
generation,1105,54.05000448226929,28.80330467224121,,
generation,1106,50.85000395774841,33.554683685302734,,
generation,1107,51.95000171661377,31.31568145751953,,
generation,1108,51.30000114440918,33.8669319152832,,
generation,1109,52.75000333786011,32.330780029296875,,
generation,1110,51.90000534057617,31.07367515563965,,
generation,1111,52.85000205039978,30.86876678466797,,
generation,1112,52.95000076293945,30.754621505737305,,
generation,1113,53.75000238418579,31.00074577331543,,
generation,1114,52.30000019073486,31.418283462524414,,
generation,1115,52.799999713897705,36.303985595703125,,
generation,1116,51.45000219345093,33.57463455200195,,
generation,1117,52.000004053115845,31.545629501342773,,
generation,1118,50.55000185966492,32.17500305175781,,
generation,1119,52.799999713897705,31.615137100219727,,
generation,1120,51.80000066757202,31.04142189025879,,
generation,1121,53.450000286102295,31.15138053894043,,
generation,1122,52.05000042915344,29.71269989013672,,
generation,1123,54.450005292892456,29.37310218811035,,
generation,1124,53.60000133514404,28.84115219116211,,
generation,1125,53.150004148483276,28.30867576599121,,
generation,1126,52.250003814697266,30.122455596923828,,
generation,1127,53.1000018119812,31.11393165588379,,
generation,1128,51.15000009536743,33.765010833740234,,
generation,1129,52.45000123977661,31.51729965209961,,
generation,1130,51.39999985694885,33.228572845458984,,
generation,1131,52.85000205039978,31.664112091064453,,
generation,1132,51.100003719329834,30.106239318847656,,
generation,1133,52.70000100135803,30.983991622924805,,
generation,1134,52.30000019073486,32.42283248901367,,
generation,1135,53.550004959106445,32.085418701171875,,
generation,1136,52.549999952316284,29.305313110351562,,
generation,1137,52.70000100135803,32.6622428894043,,
generation,1138,52.900004386901855,30.07954216003418,,
generation,1139,53.200000524520874,29.6595401763916,,
generation,1140,54.350000619888306,30.071735382080078,,
generation,1141,53.150004148483276,28.84494400024414,,
generation,1142,51.30000114440918,34.76178741455078,,
generation,1143,53.150004148483276,29.392118453979492,,
generation,1144,53.0500054359436,31.33859634399414,,
generation,1145,52.549999952316284,30.14008140563965,,
generation,1146,52.30000019073486,30.37309455871582,,
generation,1147,50.450003147125244,29.359460830688477,,
generation,1148,53.25000286102295,31.520099639892578,,
generation,1149,50.60000419616699,32.86859893798828,,
generation,1150,52.85000205039978,30.567882537841797,,
generation,1151,52.20000147819519,35.879493713378906,,
generation,1152,52.85000205039978,29.27682876586914,,
generation,1153,51.05000138282776,33.56114959716797,,
generation,1154,50.80000162124634,33.130226135253906,,
generation,1155,52.45000123977661,32.17398452758789,,
generation,1156,50.90000033378601,34.06707000732422,,
generation,1157,53.850001096725464,30.622961044311523,,
generation,1158,52.650004625320435,29.781190872192383,,
generation,1159,52.35000252723694,33.49240493774414,,
generation,1160,52.35000252723694,32.889278411865234,,
generation,1161,52.20000147819519,30.979293823242188,,
generation,1162,51.20000243186951,31.83966064453125,,
generation,1163,53.450000286102295,30.286373138427734,,
generation,1164,52.60000228881836,29.709680557250977,,
generation,1165,51.00000500679016,33.253971099853516,,
generation,1166,55.000001192092896,29.460988998413086,,
generation,1167,53.200000524520874,32.86103820800781,,
generation,1168,51.45000219345093,32.399173736572266,,
generation,1169,53.75000238418579,33.86550521850586,,
generation,1170,53.00000309944153,30.468461990356445,,
generation,1171,51.5500009059906,32.80264663696289,,
generation,1172,51.600003242492676,33.167476654052734,,
generation,1173,52.95000076293945,30.81175994873047,,
generation,1174,53.200000524520874,32.415714263916016,,
generation,1175,53.700000047683716,30.770450592041016,,
generation,1176,52.85000205039978,33.63051223754883,,
generation,1177,52.15000510215759,33.037967681884766,,
generation,1178,53.4000039100647,30.895986557006836,,
generation,1179,52.549999952316284,32.02813720703125,,
generation,1180,54.05000448226929,32.046974182128906,,
generation,1181,53.94999980926514,30.08965301513672,,
generation,1182,52.650004625320435,30.553720474243164,,
generation,1183,52.20000147819519,31.28817367553711,,
generation,1184,52.900004386901855,33.095008850097656,,
generation,1185,52.900004386901855,32.42304229736328,,
generation,1186,52.20000147819519,33.934600830078125,,
generation,1187,52.30000019073486,33.54478454589844,,
generation,1188,53.75000238418579,29.593063354492188,,
generation,1189,52.20000147819519,31.62888526916504,,
generation,1190,51.80000066757202,32.494895935058594,,
generation,1191,54.30000424385071,29.753503799438477,,
generation,1192,53.94999980926514,28.30982780456543,,
generation,1193,54.100000858306885,28.024694442749023,,
generation,1194,52.20000147819519,29.695497512817383,,
generation,1195,54.9500048160553,28.928789138793945,,
generation,1196,52.50000357627869,32.02728271484375,,
generation,1197,51.20000243186951,30.793912887573242,,
generation,1198,51.20000243186951,33.76759338378906,,
generation,1199,52.30000019073486,31.368310928344727,,
generation,1200,51.25000476837158,31.171772003173828,,
generation,1201,54.350000619888306,28.1487979888916,,
generation,1202,52.45000123977661,30.727191925048828,,
generation,1203,52.30000019073486,29.7053165435791,,
generation,1204,53.300005197525024,31.617835998535156,,
generation,1205,52.85000205039978,32.0848388671875,,
generation,1206,53.60000133514404,28.89925765991211,,
generation,1207,51.95000171661377,30.44059944152832,,
generation,1208,51.70000195503235,33.572174072265625,,
generation,1209,53.700000047683716,29.834733963012695,,
generation,1210,52.75000333786011,30.599668502807617,,
generation,1211,52.400004863739014,30.608388900756836,,
generation,1212,52.549999952316284,30.861366271972656,,
generation,1213,52.30000019073486,31.550989151000977,,
generation,1214,52.35000252723694,30.984098434448242,,
generation,1215,52.400004863739014,31.403533935546875,,
generation,1216,53.60000133514404,30.697832107543945,,
generation,1217,53.300005197525024,30.07259750366211,,
generation,1218,55.34999966621399,27.926353454589844,,
generation,1219,53.25000286102295,31.407814025878906,,
generation,1220,52.50000357627869,31.512863159179688,,
generation,1221,52.70000100135803,29.811038970947266,,
generation,1222,52.799999713897705,31.539283752441406,,
generation,1223,54.55000400543213,32.157203674316406,,
generation,1224,53.65000367164612,30.598363876342773,,
generation,1225,51.25000476837158,33.29792022705078,,
generation,1226,53.50000262260437,28.614660263061523,,
generation,1227,54.350000619888306,29.784231185913086,,
generation,1228,53.90000343322754,30.813508987426758,,
generation,1229,53.200000524520874,30.98012924194336,,
generation,1230,53.150004148483276,30.615402221679688,,
generation,1231,53.150004148483276,30.25105857849121,,
generation,1232,54.60000038146973,29.539701461791992,,
generation,1233,52.85000205039978,31.39689826965332,,
generation,1234,53.450000286102295,31.31795310974121,,
generation,1235,53.65000367164612,31.83711051940918,,
generation,1236,52.45000123977661,31.44611167907715,,
generation,1237,55.20000457763672,28.586523056030273,,
generation,1238,52.000004053115845,31.794418334960938,,
generation,1239,53.200000524520874,30.090259552001953,,
generation,1240,52.95000076293945,30.02631187438965,,
generation,1241,53.00000309944153,29.82140350341797,,
generation,1242,52.900004386901855,30.171751022338867,,
generation,1243,52.05000042915344,32.6068000793457,,
generation,1244,54.500001668930054,27.534955978393555,,
generation,1245,53.700000047683716,29.56442642211914,,
generation,1246,53.75000238418579,31.037525177001953,,
generation,1247,53.35000157356262,32.291648864746094,,
generation,1248,53.700000047683716,30.55544090270996,,
generation,1249,52.650004625320435,30.103885650634766,,
generation,1250,53.150004148483276,29.940710067749023,,
generation,1251,53.200000524520874,30.791961669921875,,
generation,1252,53.4000039100647,33.520355224609375,,
generation,1253,52.799999713897705,31.914751052856445,,
generation,1254,53.35000157356262,30.28502655029297,,
generation,1255,53.450000286102295,29.652297973632812,,
generation,1256,53.90000343322754,30.836450576782227,,
generation,1257,53.1000018119812,31.478879928588867,,
generation,1258,52.05000042915344,35.278472900390625,,
generation,1259,53.550004959106445,30.240102767944336,,
generation,1260,52.250003814697266,31.102197647094727,,
generation,1261,55.05000352859497,31.71087074279785,,
generation,1262,53.65000367164612,31.803890228271484,,
generation,1263,54.9500048160553,30.597543716430664,,
generation,1264,53.90000343322754,29.622800827026367,,
generation,1265,52.400004863739014,33.243343353271484,,
generation,1266,54.450005292892456,31.27278709411621,,
generation,1267,54.6500027179718,30.65717315673828,,
generation,1268,55.30000329017639,30.4119815826416,,
generation,1269,52.50000357627869,33.016082763671875,,
generation,1270,53.65000367164612,32.60171127319336,,
generation,1271,54.100000858306885,31.166807174682617,,
generation,1272,53.200000524520874,33.21531677246094,,
generation,1273,53.75000238418579,31.02035140991211,,
generation,1274,53.00000309944153,28.750789642333984,,
generation,1275,52.75000333786011,31.587095260620117,,
generation,1276,52.000004053115845,30.505859375,,
generation,1277,54.30000424385071,31.94671630859375,,
generation,1278,53.65000367164612,32.54331970214844,,
generation,1279,53.25000286102295,32.48091125488281,,
generation,1280,53.35000157356262,32.187374114990234,,
generation,1281,52.400004863739014,31.73745346069336,,
generation,1282,52.70000100135803,31.431997299194336,,
generation,1283,53.1000018119812,31.030567169189453,,
generation,1284,55.95000386238098,27.95616912841797,,
generation,1285,53.50000262260437,31.24354362487793,,
generation,1286,53.550004959106445,29.900564193725586,,
generation,1287,55.60000538825989,29.560422897338867,,
generation,1288,53.850001096725464,28.742788314819336,,
generation,1289,53.25000286102295,30.29014778137207,,
generation,1290,54.25000190734863,30.06724739074707,,
generation,1291,54.30000424385071,29.294532775878906,,
generation,1292,52.85000205039978,29.02826499938965,,
generation,1293,55.150002241134644,29.061325073242188,,
generation,1294,52.85000205039978,31.207378387451172,,
generation,1295,52.95000076293945,28.533037185668945,,
generation,1296,53.150004148483276,30.390087127685547,,
generation,1297,53.65000367164612,31.84320068359375,,
generation,1298,54.05000448226929,29.094385147094727,,
generation,1299,53.50000262260437,27.845232009887695,,
generation,1300,54.450005292892456,28.701263427734375,,
generation,1301,55.000001192092896,28.560644149780273,,
generation,1302,54.100000858306885,28.991676330566406,,
generation,1303,51.750004291534424,31.50738525390625,,
generation,1304,51.500004529953,30.767154693603516,,
generation,1305,53.800004720687866,29.01644515991211,,
generation,1306,53.550004959106445,28.520456314086914,,
generation,1307,55.60000538825989,29.825321197509766,,
generation,1308,52.75000333786011,30.42000389099121,,
generation,1309,52.85000205039978,30.97572135925293,,
generation,1310,54.05000448226929,32.18626022338867,,
generation,1311,53.850001096725464,32.00154113769531,,
generation,1312,54.15000319480896,31.08417510986328,,
generation,1313,54.200005531311035,29.00777816772461,,
generation,1314,55.55000305175781,29.42876434326172,,
generation,1315,55.20000457763672,30.214330673217773,,
generation,1316,54.30000424385071,26.405948638916016,,
generation,1317,53.65000367164612,32.83623504638672,,
generation,1318,54.200005531311035,32.48698806762695,,
generation,1319,54.55000400543213,29.083641052246094,,
generation,1320,53.4000039100647,29.833009719848633,,
generation,1321,53.50000262260437,31.81281852722168,,
generation,1322,53.35000157356262,30.779979705810547,,
generation,1323,55.250000953674316,28.67131233215332,,
generation,1324,53.60000133514404,27.468120574951172,,
generation,1325,53.700000047683716,31.095796585083008,,
generation,1326,53.200000524520874,29.040912628173828,,
generation,1327,54.60000038146973,28.144426345825195,,
generation,1328,54.80000376701355,30.95507049560547,,
generation,1329,53.1000018119812,29.407485961914062,,
generation,1330,53.90000343322754,31.227031707763672,,
generation,1331,54.200005531311035,29.592348098754883,,
generation,1332,55.60000538825989,27.729482650756836,,
generation,1333,55.20000457763672,29.884300231933594,,
generation,1334,55.09999990463257,28.211030960083008,,
generation,1335,54.90000247955322,29.770986557006836,,
generation,1336,53.150004148483276,29.95049476623535,,
generation,1337,52.75000333786011,29.262540817260742,,
generation,1338,53.75000238418579,27.629535675048828,,
generation,1339,54.90000247955322,27.865062713623047,,
generation,1340,53.0500054359436,30.40937042236328,,
generation,1341,53.550004959106445,32.73189926147461,,
generation,1342,54.05000448226929,28.81061553955078,,
generation,1343,53.90000343322754,31.66533851623535,,
generation,1344,54.40000295639038,29.761009216308594,,
generation,1345,53.75000238418579,28.248933792114258,,
generation,1346,52.549999952316284,30.85064125061035,,
generation,1347,52.20000147819519,32.116661071777344,,
generation,1348,55.250000953674316,28.713640213012695,,
generation,1349,52.000004053115845,32.05842590332031,,
generation,1350,53.94999980926514,28.15184211730957,,
generation,1351,54.30000424385071,31.018327713012695,,
generation,1352,52.900004386901855,33.81318664550781,,
generation,1353,53.90000343322754,28.728116989135742,,
generation,1354,54.00000214576721,29.598047256469727,,
generation,1355,54.750001430511475,29.205642700195312,,
generation,1356,53.94999980926514,29.346906661987305,,
generation,1357,54.70000505447388,29.15193748474121,,
generation,1358,52.95000076293945,29.417814254760742,,
generation,1359,54.40000295639038,28.954118728637695,,
generation,1360,56.00000023841858,28.385147094726562,,
generation,1361,53.0500054359436,33.24821472167969,,
generation,1362,54.90000247955322,28.89366912841797,,
generation,1363,53.300005197525024,31.422527313232422,,
generation,1364,53.700000047683716,28.934494018554688,,
generation,1365,55.09999990463257,30.715749740600586,,
generation,1366,53.300005197525024,31.25289535522461,,
generation,1367,53.550004959106445,28.69796371459961,,
generation,1368,55.80000281333923,31.59148597717285,,
generation,1369,54.200005531311035,32.78575134277344,,
generation,1370,55.09999990463257,28.12713623046875,,
generation,1371,53.150004148483276,30.512435913085938,,
generation,1372,52.60000228881836,29.644412994384766,,
generation,1373,53.200000524520874,29.874000549316406,,
generation,1374,53.550004959106445,30.406328201293945,,
generation,1375,53.65000367164612,30.17561149597168,,
generation,1376,54.350000619888306,33.11859893798828,,
generation,1377,53.550004959106445,29.96038246154785,,
generation,1378,55.30000329017639,28.743011474609375,,
generation,1379,54.750001430511475,30.617300033569336,,
generation,1380,53.450000286102295,29.60994529724121,,
generation,1381,55.150002241134644,28.585819244384766,,
generation,1382,53.60000133514404,30.883758544921875,,
generation,1383,53.0500054359436,31.953285217285156,,
generation,1384,54.05000448226929,27.414470672607422,,
generation,1385,53.65000367164612,31.203853607177734,,
generation,1386,53.50000262260437,29.6641902923584,,
generation,1387,56.00000023841858,30.57013511657715,,
generation,1388,55.30000329017639,28.111236572265625,,
generation,1389,55.85000514984131,29.59180450439453,,
generation,1390,54.200005531311035,28.189661026000977,,
generation,1391,55.250000953674316,27.413436889648438,,
generation,1392,53.75000238418579,28.3604679107666,,
generation,1393,52.10000276565552,32.03886413574219,,
generation,1394,56.75000548362732,27.11097526550293,,
generation,1395,54.05000448226929,31.03026580810547,,
generation,1396,54.350000619888306,30.909156799316406,,
generation,1397,54.500001668930054,29.065046310424805,,
generation,1398,53.450000286102295,31.05796241760254,,
generation,1399,54.500001668930054,28.610891342163086,,
generation,1400,54.70000505447388,28.448596954345703,,
generation,1401,54.60000038146973,31.42308235168457,,
generation,1402,54.85000014305115,27.717695236206055,,
generation,1403,54.80000376701355,29.77837371826172,,
generation,1404,54.80000376701355,28.75270652770996,,
generation,1405,52.799999713897705,30.76413345336914,,
generation,1406,53.94999980926514,29.979068756103516,,
generation,1407,53.0500054359436,31.432268142700195,,
generation,1408,54.80000376701355,31.13229751586914,,
generation,1409,53.94999980926514,29.31589698791504,,
generation,1410,54.15000319480896,29.857566833496094,,
generation,1411,52.549999952316284,29.320411682128906,,
generation,1412,53.90000343322754,29.500144958496094,,
generation,1413,54.05000448226929,30.854618072509766,,
generation,1414,52.85000205039978,32.90959548950195,,
generation,1415,55.20000457763672,30.12355613708496,,
generation,1416,53.90000343322754,32.686767578125,,
generation,1417,53.700000047683716,28.557207107543945,,
generation,1418,53.800004720687866,29.901464462280273,,
generation,1419,52.95000076293945,29.33041000366211,,
generation,1420,54.40000295639038,32.18810272216797,,
generation,1421,55.55000305175781,28.801578521728516,,
generation,1422,54.55000400543213,30.367446899414062,,
generation,1423,53.90000343322754,28.425764083862305,,
generation,1424,53.700000047683716,30.41442108154297,,
generation,1425,52.900004386901855,29.50333595275879,,
generation,1426,54.55000400543213,29.490781784057617,,
generation,1427,53.90000343322754,29.05854034423828,,
generation,1428,53.300005197525024,29.368358612060547,,
generation,1429,55.95000386238098,27.843021392822266,,
generation,1430,54.750001430511475,27.20814323425293,,
generation,1431,54.350000619888306,29.590959548950195,,
generation,1432,53.60000133514404,30.014198303222656,,
generation,1433,54.80000376701355,29.18134307861328,,
generation,1434,54.40000295639038,29.271934509277344,,
generation,1435,53.850001096725464,31.057931900024414,,
generation,1436,54.55000400543213,28.255685806274414,,
generation,1437,54.500001668930054,30.777498245239258,,
generation,1438,53.94999980926514,30.555320739746094,,
generation,1439,52.05000042915344,28.93946647644043,,
generation,1440,53.50000262260437,31.77362823486328,,
generation,1441,53.50000262260437,29.49529457092285,,
generation,1442,55.75000047683716,29.537437438964844,,
generation,1443,54.60000038146973,25.923328399658203,,
generation,1444,54.450005292892456,31.286741256713867,,
generation,1445,56.00000023841858,27.062280654907227,,
generation,1446,55.55000305175781,29.197509765625,,
generation,1447,54.450005292892456,28.061742782592773,,
generation,1448,53.200000524520874,28.531404495239258,,
generation,1449,54.6500027179718,28.718679428100586,,
generation,1450,53.60000133514404,29.706392288208008,,
generation,1451,54.00000214576721,29.214435577392578,,
generation,1452,53.700000047683716,31.18967056274414,,
generation,1453,55.150002241134644,27.15412139892578,,
generation,1454,55.55000305175781,30.62757110595703,,
generation,1455,53.700000047683716,28.922115325927734,,
generation,1456,53.300005197525024,29.060617446899414,,
generation,1457,56.60000443458557,25.533140182495117,,
generation,1458,55.30000329017639,28.571489334106445,,
generation,1459,54.100000858306885,29.232744216918945,,
generation,1460,54.40000295639038,29.01003074645996,,
generation,1461,53.300005197525024,29.50861358642578,,
generation,1462,53.4000039100647,30.776002883911133,,
generation,1463,54.750001430511475,28.004695892333984,,
generation,1464,54.450005292892456,27.753023147583008,,
generation,1465,56.25,28.474336624145508,,
generation,1466,53.850001096725464,30.172643661499023,,
generation,1467,53.4000039100647,29.940885543823242,,
generation,1468,53.4000039100647,31.396913528442383,,
generation,1469,53.90000343322754,31.994022369384766,,
generation,1470,53.850001096725464,27.796724319458008,,
generation,1471,53.850001096725464,30.44227409362793,,
generation,1472,55.50000071525574,27.78799057006836,,
generation,1473,54.85000014305115,28.306669235229492,,
generation,1474,54.80000376701355,30.894542694091797,,
generation,1475,54.15000319480896,28.76365089416504,,
generation,1476,55.55000305175781,29.10169792175293,,
generation,1477,55.30000329017639,28.2759952545166,,
generation,1478,54.55000400543213,29.21063804626465,,
generation,1479,53.90000343322754,30.877946853637695,,
generation,1480,54.6500027179718,29.073226928710938,,
generation,1481,54.100000858306885,29.090028762817383,,
generation,1482,54.90000247955322,28.662879943847656,,
generation,1483,56.10000491142273,29.256786346435547,,
generation,1484,54.70000505447388,28.661510467529297,,
generation,1485,54.40000295639038,27.87594223022461,,
generation,1486,54.90000247955322,29.80837059020996,,
generation,1487,55.30000329017639,27.30849838256836,,
generation,1488,55.70000410079956,29.328956604003906,,
generation,1489,54.30000424385071,28.512161254882812,,
generation,1490,53.75000238418579,29.490129470825195,,
generation,1491,57.55000114440918,26.268766403198242,,
generation,1492,55.45000433921814,29.57310676574707,,
generation,1493,55.45000433921814,28.080373764038086,,
generation,1494,54.40000295639038,31.587221145629883,,
generation,1495,55.75000047683716,27.5312557220459,,
generation,1496,54.350000619888306,29.74235725402832,,
generation,1497,55.75000047683716,29.812719345092773,,
generation,1498,56.700003147125244,27.602474212646484,,
generation,1499,55.250000953674316,28.918201446533203,,
generation,1500,55.05000352859497,29.769330978393555,,
generation,1501,55.150002241134644,29.068647384643555,,
generation,1502,55.50000071525574,29.470623016357422,,
generation,1503,55.000001192092896,28.32647132873535,,
generation,1504,55.85000514984131,29.111791610717773,,
generation,1505,54.55000400543213,28.304908752441406,,
generation,1506,55.20000457763672,30.0139217376709,,
generation,1507,55.70000410079956,30.204566955566406,,
generation,1508,56.10000491142273,28.410951614379883,,
generation,1509,54.85000014305115,30.2226505279541,,
generation,1510,55.30000329017639,29.37815284729004,,
generation,1511,54.200005531311035,28.579988479614258,,
generation,1512,55.45000433921814,28.75421142578125,,
generation,1513,54.30000424385071,29.146371841430664,,
generation,1514,55.45000433921814,27.257448196411133,,
