stage,generation,sample_accuracy_percent,sample_loss,changed_weights,test_accuracy_percent,test_loss
generation,0,70.05000114440918,0.8649212718009949,6,,
generation,1,69.90000605583191,0.8464156985282898,9,,
generation,2,72.10000157356262,0.8362170457839966,13,,
generation,3,71.75000309944153,0.8358873724937439,12,,
generation,4,72.30000495910645,0.7909315228462219,22,,
generation,5,74.50000643730164,0.7916110754013062,21,,
generation,6,72.25000262260437,0.8200244903564453,20,,
generation,7,72.05000519752502,0.8060055375099182,35,,
generation,8,74.05000329017639,0.7719542384147644,29,,
generation,9,73.60000610351562,0.7744494080543518,34,,
generation,10,74.80000257492065,0.7700799107551575,29,,
generation,11,74.9500036239624,0.7735570669174194,38,,
generation,12,72.90000319480896,0.7986700534820557,45,,
generation,13,71.40000462532043,0.8073971271514893,58,,
generation,14,74.70000386238098,0.7454557418823242,53,,
generation,15,73.55000376701355,0.7568308711051941,62,,
generation,16,75.90000629425049,0.725966215133667,52,,
generation,17,74.35000538825989,0.7527364492416382,56,,
generation,18,72.85000085830688,0.7848671078681946,58,,
generation,19,74.05000329017639,0.7751291990280151,59,,
generation,20,73.80000352859497,0.7800847887992859,53,,
generation,21,74.70000386238098,0.7514135241508484,88,,
generation,22,75.10000467300415,0.7735164165496826,78,,
generation,23,74.6500015258789,0.7676852941513062,69,,
generation,24,75.35000443458557,0.7366414666175842,75,,
generation,25,75.80000162124634,0.7358680963516235,69,,
generation,26,74.50000643730164,0.7680410146713257,77,,
generation,27,74.80000257492065,0.7479343414306641,80,,
generation,28,74.10000562667847,0.7913014888763428,67,,
generation,29,75.75000524520874,0.7401930093765259,75,,
generation,30,73.1000006198883,0.796089231967926,85,,
generation,31,73.30000400543213,0.79084312915802,80,,
generation,32,73.50000143051147,0.7890714406967163,80,,
generation,33,72.95000553131104,0.8032201528549194,87,,
generation,34,72.25000262260437,0.8121277093887329,92,,
generation,35,75.45000314712524,0.7335308194160461,103,,
generation,36,74.60000514984131,0.7477440237998962,95,,
generation,37,75.35000443458557,0.716184675693512,103,,
generation,38,76.40000581741333,0.7022198438644409,91,,
generation,39,75.60000419616699,0.7522350549697876,115,,
generation,40,74.50000643730164,0.7637931108474731,123,,
generation,41,74.6500015258789,0.7556465864181519,98,,
generation,42,75.3000020980835,0.759273111820221,106,,
generation,43,73.45000505447388,0.8058721423149109,124,,
generation,44,74.75000619888306,0.7501502633094788,130,,
generation,45,75.85000395774841,0.7108941674232483,102,,
generation,46,76.05000138282776,0.7624433636665344,123,,
generation,47,74.10000562667847,0.7741981148719788,110,,
generation,48,74.55000281333923,0.7719182372093201,132,,
generation,49,75.55000185966492,0.7658697366714478,130,,
generation,50,75.35000443458557,0.7365317344665527,126,,
generation,51,74.90000128746033,0.7526134848594666,127,,
generation,52,75.20000338554382,0.7448331117630005,141,,
generation,53,76.10000371932983,0.7314102649688721,137,,
generation,54,75.05000233650208,0.7635340690612793,141,,
generation,55,76.15000605583191,0.7398686408996582,149,,
generation,56,75.2500057220459,0.7599803805351257,154,,
generation,57,75.55000185966492,0.7431676387786865,134,,
generation,58,74.55000281333923,0.779302179813385,174,,
generation,59,74.15000200271606,0.7787685990333557,154,,
generation,60,76.45000219345093,0.733680784702301,166,,
generation,61,76.500004529953,0.7161619067192078,167,,
generation,62,75.85000395774841,0.7579215168952942,176,,
generation,63,75.15000104904175,0.7602800130844116,187,,
generation,64,74.70000386238098,0.7632700204849243,170,,
generation,65,76.00000500679016,0.7355484366416931,167,,
generation,66,75.60000419616699,0.7495548129081726,179,,
generation,67,75.35000443458557,0.7456111907958984,179,,
generation,68,74.75000619888306,0.752518355846405,172,,
generation,69,76.35000348091125,0.7125421166419983,173,,
generation,70,75.45000314712524,0.7311835885047913,166,,
generation,71,76.65000557899475,0.69280606508255,181,,
generation,72,76.10000371932983,0.7358525395393372,190,,
generation,73,74.90000128746033,0.7554112672805786,192,,
generation,74,74.80000257492065,0.7430256605148315,171,,
generation,75,75.2500057220459,0.7655236721038818,196,,
generation,76,74.60000514984131,0.7591879367828369,197,,
generation,77,74.9500036239624,0.7602348923683167,215,,
generation,78,76.2000024318695,0.7334659695625305,200,,
generation,79,74.70000386238098,0.7476708889007568,191,,
generation,80,75.95000267028809,0.736672043800354,198,,
generation,81,76.5500009059906,0.7172471880912781,201,,
generation,82,75.60000419616699,0.7321294546127319,207,,
generation,83,74.90000128746033,0.7572470903396606,203,,
generation,84,75.60000419616699,0.7604454159736633,211,,
generation,85,76.65000557899475,0.7096477746963501,206,,
generation,86,74.45000410079956,0.7479701638221741,218,,
generation,87,75.95000267028809,0.728999674320221,203,,
generation,88,77.40000486373901,0.7128611207008362,206,,
generation,89,74.45000410079956,0.7639628052711487,208,,
generation,90,76.500004529953,0.7227731943130493,213,,
generation,91,75.15000104904175,0.7478398084640503,215,,
generation,92,76.75000429153442,0.7165161967277527,215,,
generation,93,76.35000348091125,0.7286241054534912,232,,
generation,94,76.15000605583191,0.7193424701690674,229,,
generation,95,76.05000138282776,0.7551937103271484,216,,
generation,96,74.90000128746033,0.7554705739021301,223,,
generation,97,75.70000290870667,0.7362942695617676,232,,
generation,98,75.10000467300415,0.7604817152023315,204,,
generation,99,75.60000419616699,0.7445294857025146,219,,
generation,100,75.75000524520874,0.7430978417396545,230,,
after_ga,,,,,69.62999701499939,0.8902491927146912
